notas_tecnicas_id,id_nota_hoja,nombre_nota,procedimiento_id,cups,nombre_procedimiento,tarifa
211,3,EMSSANAR CAPITA,335,944102,VACUNACION CONTRA HEPATITIS A,0.00
212,3,EMSSANAR CAPITA,336,944202,VACUNACION CONTRA HEPATITIS B,0.00
314,3,EMSSANAR CAPITA,337,950601,OBTURACION TEMPORAL POR DIENTE,0.00
213,3,EMSSANAR CAPITA,339,960701,INSERCION DE OTRO TUBO O SONDA NASO-GASTRICA ( INTUBACION PARA DECOMPRESION ),0.00
309,3,EMSSANAR CAPITA,340,961401,EXTRACCION DE SUTURAS DE PARED ABDOMINAL,0.00
214,3,EMSSANAR CAPITA,341,961601,EXTRACCION SIN INCISION DE CUERPO EXTRAAO DE CONDUCTO AUDITIVO EXTERNO,0.00
215,3,EMSSANAR CAPITA,343,963301,SUTURA O REPARACION DE LACERACION ( HERIDA ) EN LABIOS DE MAS DE CINCO CENTIMETROS,0.00
216,3,EMSSANAR CAPITA,344,963801,EXTRACCION DIGITAL O MANUAL DE HECES IMPACTADAS,0.00
217,3,EMSSANAR CAPITA,345,963901,DERECHOS DE SALA DE CURACIONES O PROCEDIMIENTOS,0.00
218,3,EMSSANAR CAPITA,346,965101,ADMINISTRACION DE TOXOIDE DE TETANOS. -- EXCY : ADMINISTRACION DE ANTITOXINA TETANICA ( 99. 4. 1. ) - VACUNAS COMBINADA QUE LO INCLUYEN,0.00
219,3,EMSSANAR CAPITA,347,965201,VACUNACION CONTRA RABIA,0.00
220,3,EMSSANAR CAPITA,348,965301,DERECHOS DE SALA DE PEQUEAA CIRUGIA ( SUTURAS ),0.00
221,3,EMSSANAR CAPITA,349,965901,"LAVADO, IRRIGACION Y CUIDADOS DE HERIDA EN AREA GENERAL",0.00
222,3,EMSSANAR CAPITA,351,971101,SUSTITUCION DE ESCAYOLA O FERULA EN MIEMBRO SUPERIOR,0.00
223,3,EMSSANAR CAPITA,352,971201,SUSTITUCION DE ESCAYOLA O FERULA EN MIEMBRO INFERIOR,0.00
224,3,EMSSANAR CAPITA,353,971401,SUSTITUCION DE OTRO DISPOSITIVO PARA INMOVILIZACION MUSCULOESQUELETICA,0.00
225,3,EMSSANAR CAPITA,354,971601,SUSTITUCION DE TAPON O DRENAJE DE HERIDA,0.00
226,3,EMSSANAR CAPITA,355,972101,TRASLADO TERRESTRE BASICO DE PACIENTES - SIMPLE ORITO ( PUTUMAYO ) A PASTO ( NARIAO ),0.00
227,3,EMSSANAR CAPITA,356,972201,PSICOTERAPIA DE PAREJA POR PSICOLOGIA,0.00
228,3,EMSSANAR CAPITA,357,973201,TRASLADO TERRESTRE BASICO DE PACIENTES - SIMPLE ORITO ( PUTUMAYO ) A MOCOA ( PUTUMAYO ),0.00
229,3,EMSSANAR CAPITA,358,973801,TRASLADO TERRESTRE BASICO DE PACIENTES - SIMPLE ORITO ( PUTUMAYO ) A PUERTO ASIS ( PUTUMAYO ),0.00
230,3,EMSSANAR CAPITA,359,974301,TRASLADO TERRESTRE BASICO DE PACIENTES - SIMPLE ORITO ( PUTUMAYO ) A VALLE DEL GUAMUEZ ( PUTUMAYO ),0.00
282,3,EMSSANAR CAPITA,361,977101,EXODONCIA DE DIENTE TEMPORAL UNIRRADICULAR,0.00
310,3,EMSSANAR CAPITA,362,977501,TRASLADO TERRESTRE BASICO DE PACIENTES - SIMPLE ORITO ( PUTUMAYO ) A COLON ( PUTUMAYO ),0.00
231,3,EMSSANAR CAPITA,363,978301,INTERNACION ADULTOS COMPLEJIDAD BAJA HABITACION MULTIPLE,0.00
232,3,EMSSANAR CAPITA,364,981101,ATENCION ( VISITA ) DOMICILIARIA - POR ENFERMERIA. -- INCY : PROCEDIMIENTOS REALIZADOS POR ENFERMERA PROFESIONAL O AUXILIAR DE ENFERMERIA BAJO SU ESTRICTA SUPERVISION,0.00
233,3,EMSSANAR CAPITA,365,981201,EXTRACCION DE CUERPO EXTRANO DE LA NARIZ SIN INCISION VIA TRANSNASAL,0.00
234,3,EMSSANAR CAPITA,366,981701,CONSULTA DE CONTROL O DE SEGUIMIENTO POR NUTRICION Y DIETETICA,0.00
235,3,EMSSANAR CAPITA,367,982101,EXTRACCION DE CUERPO EXTRANO SUPERFICIAL DE LA CONJUNTIVA,0.00
236,3,EMSSANAR CAPITA,369,982201,EXTRACCION SIN INCISION DE CUERPO EXTRANO NO INTRALUMINAL EN CUELLO O CABEZA,0.00
237,3,EMSSANAR CAPITA,370,982501,EXTRACCION SIN INCISION DE CUERPO EXTRANO NO INTRALUMINAL EN OTRO SITIO SALVO EN VULVA - PENE O ESCROTO,0.00
238,3,EMSSANAR CAPITA,371,982601,EXTRACCION SIN INCISION DE CUERPO EXTRANO EN MANO,0.00
239,3,EMSSANAR CAPITA,372,982701,EXTRACCION SIN INCISION DE CUERPO EXTRANO EN BRAZO Y ANTEBRAZO,0.00
240,3,EMSSANAR CAPITA,373,982801,EXTRACCION SIN INCISION DE CUERPO EXTRANO EN PIE,0.00
241,3,EMSSANAR CAPITA,374,982901,EXTRACCION SIN INCISION DE CUERPO EXTRANO EN MIEMBRO INFERIOR SALVO PIE,0.00
34,3,EMSSANAR CAPITA,385,990201,"EDUCACION INDIVIDUAL EN SALUD, POR MEDICINA GENERAL",0.00
35,3,EMSSANAR CAPITA,386,990203,"EDUCACION INDIVIDUAL EN SALUD, POR ODONTOLOGIA",0.00
36,3,EMSSANAR CAPITA,387,990204,"EDUCACION INDIVIDUAL EN SALUD, POR ENFERMERIA",0.00
37,3,EMSSANAR CAPITA,388,990205,"EDUCACION INDIVIDUAL EN SALUD, POR NUTRICION Y DIETETICA",0.00
38,3,EMSSANAR CAPITA,389,990206,"EDUCACION INDIVIDUAL EN SALUD, POR PSICOLOGIA",0.00
284,3,EMSSANAR CAPITA,391,990211,CONSULTA DE PRIMERA VEZ POR NUTRICION Y DIETETICA,0.00
242,3,EMSSANAR CAPITA,393,991402,APLICACION INMUNOGLOBULINA ANTIRRABICA,0.00
243,3,EMSSANAR CAPITA,394,991403,APLICACION INMUNOGLOBULINA ANTITETANICA,0.00
244,3,EMSSANAR CAPITA,395,991601,INYECCION DE ANTIDOTO,0.00
328,3,EMSSANAR CAPITA,662,991800,SALA EDA ( ENFERMEDAD DIARREICA AGUDA ),0.00
245,3,EMSSANAR CAPITA,396,991801,INFUSION O ADMINISTRACION DE SOLUCIONES DE LIQUIDOS Y ELECTROLITOS,0.00
246,3,EMSSANAR CAPITA,397,992102,INYECCION O INFUSION DE ANTIBIOTICO,0.00
311,3,EMSSANAR CAPITA,398,992201,INYECCION O INFUSION DE SUSTANCIA HORMONAL,0.00
320,3,EMSSANAR CAPITA,663,992901,INYECCION DE VITAMINA K,0.00
247,3,EMSSANAR CAPITA,399,992990,INYECCION O INFUSION DE OTRA SUSTANCIA TERAPEUTICA O PROFILACTICA,0.00
12,3,EMSSANAR CAPITA,400,993102,VACUNACION CONTRA FIEBRE AMARILLA,0.00
13,3,EMSSANAR CAPITA,402,993104,VACUNACION CONTRA SARAMPION. -- EXCY : VACUNACION COMBINADA CONTRA SARAMPION - PAROTIDITIS Y RUBEOLA [ SRP ] ( TRIPLE VIRAL ) ( 99. 3. 5. 22 ),0.00
248,3,EMSSANAR CAPITA,403,993105,VACUNACION CONTRA PAROTIDITIS. -- EXCY : VACUNACION COMBINADA CONTRA SARAMPION - PAROTIDITIS Y RUBEOLA [ SRP ] ( TRIPLE VIRAL ) ( 99. 3. 5. 22 ),0.00
14,3,EMSSANAR CAPITA,404,993106,VACUNACION CONTRA RUBEOLA. -- EXCY : VACUNACION COMBINADA CONTRA SARAMPION - PAROTIDITIS Y RUBEOLA [ SRP ] ( TRIPLE VIRAL ) ( 99. 3. 5. 22 ),0.00
249,3,EMSSANAR CAPITA,405,993107,CONSEJERIA EN VIH,0.00
272,3,EMSSANAR CAPITA,406,993120,VACUNACION CONTRA VARICELA,0.00
15,3,EMSSANAR CAPITA,407,993122,VACUNACION CONTRA INFLUENZA,0.00
16,3,EMSSANAR CAPITA,408,993130,VACUNACION CONTRA ROTAVIRUS,0.00
17,3,EMSSANAR CAPITA,409,993501,VACUNACION COMBINADA CONTRA SARAMPION Y RUBEOLA [ SR ] ( DOBLE VIRAL ),0.00
18,3,EMSSANAR CAPITA,410,993502,VACUNACION COMBINADA CONTRA SARAMPION - PAROTIDITIS Y RUBEOLA [ SRP ] ( TRIPLE VIRAL ),0.00
19,3,EMSSANAR CAPITA,411,993503,ADMINISTRACION DE ANTITOXINA TETANICA,0.00
20,3,EMSSANAR CAPITA,412,993504,ADMINISTRACION DE ANTITOXINA DIFTERICA,0.00
250,3,EMSSANAR CAPITA,413,993505,VACUNACIÓN CONTRA RABIA,0.00
251,3,EMSSANAR CAPITA,414,993506,VIH - PRUEBA RAPIDA,0.00
252,3,EMSSANAR CAPITA,415,993507,HEPATITIS B - PRUEBA RAPIDA,0.00
253,3,EMSSANAR CAPITA,416,993508,DENGUE - ANTICUERPOS [ IG G - IG M ] - PRUEBA RAPIDA,0.00
21,3,EMSSANAR CAPITA,417,993509,ANTIBIOGRAMA ( DISCO ),0.00
22,3,EMSSANAR CAPITA,418,993510,ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA METODO AUTOMATIZADO,0.00
23,3,EMSSANAR CAPITA,419,993512,ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA METODO MANUAL,0.00
273,3,EMSSANAR CAPITA,420,993513,VACUNACION CONTRA VIRUS PAPILOMA HUMANO [VPH],0.00
24,3,EMSSANAR CAPITA,421,993520,BACILOSCOPIA COLORACION ACIDO ALCOHOL - RESISTENTE [ ZIEHL - NEELSEN ],0.00
25,3,EMSSANAR CAPITA,422,993522,COLORACION ACIDO ALCOHOL RESISTENTE MODIFICADA Y LECTURA. -- INCY : ISOSPORA BELLI - CRYPTOSPORIDIUM - ENTRE OTROS,0.00
254,3,EMSSANAR CAPITA,423,994101,COLORACION AZUL DE METILENO Y LECTURA PARA CUALQUIER MUESTRA,0.00
255,3,EMSSANAR CAPITA,424,994301,COLORACION GIEMSA Y LECTURA,0.00
26,3,EMSSANAR CAPITA,425,995201,OTRA VACUNACION DEL PROGRAMA AMPLIADO DE INMUNIZACIONES,0.00
27,3,EMSSANAR CAPITA,426,995202,ADMINISTRACION VACUNA SARS COV 2 [ COVID-19 ],0.00
28,3,EMSSANAR CAPITA,427,997002,CONTROL DE PLACA BACTERIANA,0.00
256,3,EMSSANAR CAPITA,428,997103,PSICOTERAPIA DE GRUPO POR PSICOLOGIA,0.00
29,3,EMSSANAR CAPITA,430,997106,VACUNACION CONTRA TUBERCULOSIS [ BCG ],0.00
30,3,EMSSANAR CAPITA,431,997107,VACUNACION CONTRA HAEMOPHILUS INFLUENZA TIPO B,0.00
283,3,EMSSANAR CAPITA,432,997301,ADMINISTRACION DE TOXOIDE DIFTERICO. -- EXCY : ADMINISTRACION DE ANTITOXINA DIFTERICA ( 99. 4. 3. ) - VACUNAS COMBINADA QUE LO INCLUYEN,0.00
257,3,EMSSANAR CAPITA,553,P0000002,CONSEJERIA EN VIH,0.00
285,3,EMSSANAR CAPITA,554,P0000003,DEMANDA INDUCIDA CANALIZADOS ALTERACIONES DE LA EMBARAZADA,0.00
286,3,EMSSANAR CAPITA,555,P0000008,DEMANDA INDUCIDA CANALIZADOS CANCER DE SENO,0.00
39,3,EMSSANAR CAPITA,556,P0000009,DEMANDA INDUCIDA CANALIZADOS CRECIMIENTO Y DESARROLLO,0.00
287,3,EMSSANAR CAPITA,557,P0000010,DEMANDA INDUCIDA CANALIZADOS PLANIFICACION FAMILIAR,0.00
40,3,EMSSANAR CAPITA,558,P0000011,DEMANDA INDUCIDA CANALIZADOS SALUD BUCAL,0.00
288,3,EMSSANAR CAPITA,559,P0000012,DEMANDA INDUCIDA CANALIZADOS TOMA DE CITOLOGIA,0.00
41,3,EMSSANAR CAPITA,560,P0000013,DEMANDA INDUCIDA CANALIZADOS VACUNACION PAI,0.00
289,3,EMSSANAR CAPITA,561,P0000014,DEMANDA INDUCIDA CANALIZADOS VALORACION DEL JOVEN,0.00
258,3,EMSSANAR CAPITA,562,P0000081,TOMA DE MUESTRA VIH 1 Y 2 - ANTICUERPOS,0.00
259,3,EMSSANAR CAPITA,563,P0000221,CONSULTA PRIORITARIA - MEDICINA GENERAL,0.00
260,3,EMSSANAR CAPITA,564,P0000288,TOMA DE MUESTRA - HEPATITIS B - ANTIGENO DE SUPERFICIE [AG HBS],0.00
261,3,EMSSANAR CAPITA,565,P0000775,VIH - PRUEBA RAPIDA,0.00
262,3,EMSSANAR CAPITA,566,P0000776,HEPATITIS B - PRUEBA RAPIDA,0.00
263,3,EMSSANAR CAPITA,567,P0000777,DENGUE - ANTICUERPOS [ IG G - IG M ] - PRUEBA RAPIDA,0.00
264,3,EMSSANAR CAPITA,568,P0000778,SALA EDA ( ENFERMEDAD DIARREICA AGUDA ),0.00
265,3,EMSSANAR CAPITA,569,P0000779,SALA IRA ( INFECCION RESPIRATORIA AGUDA ),0.00
266,3,EMSSANAR CAPITA,570,P0001244,TOMA DE MUESTRA CULTIVO ESPECIALES PARA OTROS MICROORGANISMOS,0.00
312,3,EMSSANAR CAPITA,571,P0001245,TOMA DE MUESTRA GONADOTROPINA CORIONICA - SUBUNIDAD BETA CUALITATIVA - [BHCG] PRUEBA DE EMBARAZO EN ORINA O SUERO,0.00
267,3,EMSSANAR CAPITA,572,P0001246,TOMA DE MUESTRA QUIMICA SANGUINEA,0.00
9,3,EMSSANAR CAPITA,573,P0001619,CONSULTA DE PRIMERA VEZ - MEDICINA GENERAL POR TELECONSULTA,0.00
10,3,EMSSANAR CAPITA,574,P0001620,CONSULTA DE CONTROL O DE SEGUIMIENTO - MEDICINA GENERAL POR TELECONSULTA,0.00
268,3,EMSSANAR CAPITA,576,P0001852,ATENCION ( VISITA ) DOMICILIARIA - POR MEDICINA GENERAL - EXPEDICION CERTIFICADO DEFUNCION,0.00
269,3,EMSSANAR CAPITA,577,P0001853,TRANSPORTE DE CUALQUIER MUESTRA ( EVENTOS INTERES EN SALUD PUBLICA ),0.00
270,3,EMSSANAR CAPITA,583,T0001630,TRANSPORTE TERRESTRE DOMICILIARIO DE MEDICAMENTOS - SIMPLE - ZONA URBANA,0.00
271,3,EMSSANAR CAPITA,584,T0001634,TRANSPORTE TERRESTRE DOMICILIARIO DE MEDICAMENTOS - SIMPLE - ZONA RURAL,0.00
660,5,EMSSANAR CONTRIBUTIVO,441,129B02,INTERNACION ADULTOS COMPLEJIDAD BAJA HABITACION MULTIPLE,0.00
613,5,EMSSANAR CONTRIBUTIVO,8,184101,SUTURA DE LACERACION DE PABELLON AURICULAR,0.00
729,5,EMSSANAR CONTRIBUTIVO,433,1906317,COPROCULTIVO. -- INCY : IDENTIFICACION GENERO O ESPECIE,0.00
674,5,EMSSANAR CONTRIBUTIVO,9,230101,EXODONCIA DE DIENTE PERMANENTE UNIRRADICULAR,0.00
675,5,EMSSANAR CONTRIBUTIVO,10,230102,EXODONCIA DE DIENTE PERMANENTE MULTIRRADICULAR,0.00
676,5,EMSSANAR CONTRIBUTIVO,12,230201,EXODONCIA DE DIENTE TEMPORAL UNIRRADICULAR,0.00
677,5,EMSSANAR CONTRIBUTIVO,13,230202,EXODONCIA DE DIENTE TEMPORAL MULTIRRADICULAR,0.00
678,5,EMSSANAR CONTRIBUTIVO,15,231101,EXODONCIA QUIRURGICA UNIRRADICULAR,0.00
679,5,EMSSANAR CONTRIBUTIVO,17,232101,OBTURACION DENTAL CON AMALGAMA +,0.00
680,5,EMSSANAR CONTRIBUTIVO,18,232102,OBTURACION DENTAL CON RESINA DE FOTOCURADO,0.00
681,5,EMSSANAR CONTRIBUTIVO,19,232103,OBTURACION DENTAL CON IONOMERO DE VIDRIO,0.00
682,5,EMSSANAR CONTRIBUTIVO,20,232201,OBTURACION TEMPORAL POR DIENTE,0.00
683,5,EMSSANAR CONTRIBUTIVO,21,232401,RECONSTRUCCION DE ANGULO INCISAL,0.00
684,5,EMSSANAR CONTRIBUTIVO,22,232402,RECONSTRUCCION TERCIO INCISAL,0.00
685,5,EMSSANAR CONTRIBUTIVO,23,234401,INSERCION - ADAPTACION Y CONTROL DE PROTESIS MUCOSOPORTADA TOTAL MEDIO CASO SUPERIOR O INFERIOR,0.00
686,5,EMSSANAR CONTRIBUTIVO,24,234402,INSERCION - ADAPTACION Y CONTROL DE PROTESIS MUCOSOPORTADA TOTAL SUPERIOR E INFERIOR,0.00
687,5,EMSSANAR CONTRIBUTIVO,26,237103,PULPECTOMIA,0.00
688,5,EMSSANAR CONTRIBUTIVO,27,237301,TERAPIA DE CONDUCTO RADICULAR EN DIENTE UNIRRADICULAR,0.00
689,5,EMSSANAR CONTRIBUTIVO,28,237302,TERAPIA DE CONDUCTO RADICULAR EN DIENTE BIRRADICULAR,0.00
690,5,EMSSANAR CONTRIBUTIVO,29,237304,TERAPIA DE CONDUCTO RADICULAR EN DIENTE TEMPORAL UNIRRADICULAR,0.00
691,5,EMSSANAR CONTRIBUTIVO,30,240301,"ALISADO RADICULAR, CAMPO CERRADO",0.00
614,5,EMSSANAR CONTRIBUTIVO,31,243201,SUTURA DE LACERACION DE ENCIA - MENOR DE TRES CENTIMETROS,0.00
615,5,EMSSANAR CONTRIBUTIVO,35,274901,REMOCION DE CUERPO EXTRANO EN TEJIDOS BLANDOS DE LA BOCA,0.00
616,5,EMSSANAR CONTRIBUTIVO,36,275101,SUTURA O REPARACION DE LACERACION (HERIDA) EN LABIOS HASTA DE CINCO CENTIMETROS,0.00
617,5,EMSSANAR CONTRIBUTIVO,37,275102,SUTURA O REPARACION DE LACERACION (HERIDA) EN LABIOS DE MAS DE CINCO CENTIMETROS,0.00
618,5,EMSSANAR CONTRIBUTIVO,443,5DS002,DERECHOS DE SALA DE CURACIONES O PROCEDIMIENTOS,0.00
619,5,EMSSANAR CONTRIBUTIVO,444,5DS003,DERECHOS DE SALA DE PEQUENA CIRUGIA (SUTURAS),0.00
620,5,EMSSANAR CONTRIBUTIVO,446,5DSB01,DERECHOS DE SALA DE OBSERVACION EN URGENCIAS COMPLEJIDAD BAJA,0.00
667,5,EMSSANAR CONTRIBUTIVO,43,697101,INSERCION DE DISPOSITIVO INTRAUTERINO ANTICONCEPTIVO [DIU],0.00
668,5,EMSSANAR CONTRIBUTIVO,59,861203,EXTRACCION DE ANTICONCEPTIVOS SUBDERMICOS POR INCISION,0.00
621,5,EMSSANAR CONTRIBUTIVO,61,862701,ONICECTOMIA,0.00
622,5,EMSSANAR CONTRIBUTIVO,62,865101,"SUTURA DE HERIDA UNICA, EN AREA GENERAL",0.00
623,5,EMSSANAR CONTRIBUTIVO,63,865102,"SUTURA DE HERIDA MULTIPLE, EN AREA GENERAL",0.00
624,5,EMSSANAR CONTRIBUTIVO,64,865201,SUTURA DE HERIDA UNICA DE CARA,0.00
625,5,EMSSANAR CONTRIBUTIVO,65,865202,SUTURA DE HERIDA UNICA DE CARA SIN COMPROMISO DE LABIOS O PARPADOS,0.00
626,5,EMSSANAR CONTRIBUTIVO,66,865203,"SUTURA DE HERIDA UNICA DE PLIEGUES DE FLEXION, GENITALES, MANOS Y PIES",0.00
627,5,EMSSANAR CONTRIBUTIVO,67,865204,SUTURA DE HERIDA MULTIPLE DE CARA,0.00
628,5,EMSSANAR CONTRIBUTIVO,73,869401,RETIRO DE SUTURA EN PIEL O TEJIDO CELULAR SUBCUTANEO,0.00
602,5,EMSSANAR CONTRIBUTIVO,74,869501,CURACION DE LESION EN PIEL O TEJIDO CELULAR SUBCUTANEO,0.00
847,5,EMSSANAR CONTRIBUTIVO,75,870001,RADIOGRAFIA DE CRANEO SIMPLE,0.00
848,5,EMSSANAR CONTRIBUTIVO,78,870101,RADIOGRAFIA DE CARA (PERFILOGRAMA),0.00
849,5,EMSSANAR CONTRIBUTIVO,82,870108,RADIOGRAFIA DE SENOS PARANASALES,0.00
850,5,EMSSANAR CONTRIBUTIVO,91,871020,RADIOGRAFIA DE COLUMNA TORACICA,0.00
851,5,EMSSANAR CONTRIBUTIVO,93,871040,RADIOGRAFIA DE COLUMNA LUMBOSACRA,0.00
852,5,EMSSANAR CONTRIBUTIVO,100,871121,"RADIOGRAFIA DE TORAX (P.A. O A.P. Y LATERAL, DECUBITO LATERAL, OBLICUAS O LATERAL)",0.00
853,5,EMSSANAR CONTRIBUTIVO,102,872002,RADIOGRAFIA DE ABDOMEN SIMPLE,0.00
854,5,EMSSANAR CONTRIBUTIVO,106,873121,RADIOGRAFIA DE HUMERO,0.00
855,5,EMSSANAR CONTRIBUTIVO,112,873206,RADIOGRAFIA DE PUNO O MUNECA,0.00
856,5,EMSSANAR CONTRIBUTIVO,119,873333,"RADIOGRAFIA DE PIE (AP, LATERAL Y OBLICUA)",0.00
857,5,EMSSANAR CONTRIBUTIVO,122,873411,"RADIOGRAFIA DE CADERA O ARTICULACION COXO-FEMORAL (AP, LATERAL)",0.00
858,5,EMSSANAR CONTRIBUTIVO,124,873420,"RADIOGRAFIA DE RODILLA (AP, LATERAL)",0.00
669,5,EMSSANAR CONTRIBUTIVO,128,890101,ATENCION ( VISITA ) DOMICILIARIA - POR MEDICINA GENERAL,0.00
661,5,EMSSANAR CONTRIBUTIVO,130,890105,ATENCION ( VISITA ) DOMICILIARIA - POR ENFERMERIA. -- INCY : PROCEDIMIENTOS REALIZADOS POR ENFERMERA PROFESIONAL O AUXILIAR DE ENFERMERIA BAJO SU ESTRICTA SUPERVISION,0.00
700,5,EMSSANAR CONTRIBUTIVO,131,890108,ATENCION ( VISITA ) DOMICILIARIA - POR PSICOLOGIA,0.00
670,5,EMSSANAR CONTRIBUTIVO,135,890201,CONSULTA DE PRIMERA VEZ POR MEDICINA GENERAL,0.00
692,5,EMSSANAR CONTRIBUTIVO,136,890203,CONSULTA DE PRIMERA VEZ POR ODONTOLOGIA GENERAL,0.00
664,5,EMSSANAR CONTRIBUTIVO,137,890205,CONSULTA DE PRIMERA VEZ POR ENFERMERIA,0.00
673,5,EMSSANAR CONTRIBUTIVO,138,890206,CONSULTA DE PRIMERA VEZ POR NUTRICION Y DIETETICA,0.00
701,5,EMSSANAR CONTRIBUTIVO,139,890208,CONSULTA DE PRIMERA VEZ POR PSICOLOGIA,0.00
671,5,EMSSANAR CONTRIBUTIVO,142,890301,CONSULTA DE CONTROL O DE SEGUIMIENTO POR MEDICINA GENERAL,0.00
862,5,EMSSANAR CONTRIBUTIVO,706,890303REMISION,,0.00
665,5,EMSSANAR CONTRIBUTIVO,144,890305,CONSULTA DE CONTROL O DE SEGUIMIENTO POR ENFERMERIA,0.00
662,5,EMSSANAR CONTRIBUTIVO,145,890306,CONSULTA DE CONTROL O DE SEGUIMIENTO POR NUTRICION Y DIETETICA,0.00
702,5,EMSSANAR CONTRIBUTIVO,146,890308,CONSULTA DE CONTROL O DE SEGUIMIENTO POR PSICOLOGIA,0.00
863,5,EMSSANAR CONTRIBUTIVO,155,890601,CUIDADO (MANEJO) INTRAHOSPITALARIO POR MEDICINA GENERAL ATENCION DIARIA,0.00
629,5,EMSSANAR CONTRIBUTIVO,157,890701,CONSULTA DE URGENCIAS POR MEDICINA GENERAL,0.00
693,5,EMSSANAR CONTRIBUTIVO,158,890703,CONSULTA DE URGENCIAS POR ODONTOLOGIA GENERAL,0.00
859,5,EMSSANAR CONTRIBUTIVO,160,892901,TOMA NO QUIRURGICA DE MUESTRA O TEJIDO CERVICOVAGINAL PARA ESTUDIO CITOLOGICO,0.00
603,5,EMSSANAR CONTRIBUTIVO,165,895101,ELECTROCARDIOGRAMA DE RITMO O DE SUPERFICIE,0.00
604,5,EMSSANAR CONTRIBUTIVO,167,897011,MONITORIA FETAL ANTEPARTO,0.00
605,5,EMSSANAR CONTRIBUTIVO,168,897012,MONITORIA FETAL INTRAPARTO,0.00
731,5,EMSSANAR CONTRIBUTIVO,171,901001,ANTIBIOGRAMA (DISCO),0.00
732,5,EMSSANAR CONTRIBUTIVO,172,901002,ERITROSEDIMENTACION [ VELOCIDAD SEDIMENTACION GLOBULAR - VSG ] MANUAL,0.00
733,5,EMSSANAR CONTRIBUTIVO,173,901003,EXTENDIDO DE SANGRE PERIFERICA ESTUDIO DE MORFOLOGIA,0.00
734,5,EMSSANAR CONTRIBUTIVO,174,901101,BACILOSCOPIA COLORACION ACIDO ALCOHOL-RESISTENTE [ZIEHL-NEELSEN],0.00
735,5,EMSSANAR CONTRIBUTIVO,175,901102,COLORACION ACIDO ALCOHOL RESISTENTE MODIFICADA Y LECTURA. -- INCY : ISOSPORA BELLI - CRYPTOSPORIDIUM - ENTRE OTROS,0.00
736,5,EMSSANAR CONTRIBUTIVO,176,901104,COLORACION AZUL DE METILENO Y LECTURA PARA CUALQUIER MUESTRA,0.00
737,5,EMSSANAR CONTRIBUTIVO,177,901106,COLORACION GIEMSA Y LECTURA,0.00
738,5,EMSSANAR CONTRIBUTIVO,178,901107,COLORACION GRAM Y LECTURA PARA CUALQUIER MUESTRA,0.00
739,5,EMSSANAR CONTRIBUTIVO,180,901206,HEMOPARASITOS EXTENDIDO DE SANGRE PERIFERICA,0.00
740,5,EMSSANAR CONTRIBUTIVO,181,901210,CULTIVO ESPECIAL PARA OTROS MICROORGANISMOS EN CUALQUIER MUESTRA,0.00
741,5,EMSSANAR CONTRIBUTIVO,182,901221,PRUEBA DE TORNIQUETE [ FRAGILIDAD CAPILAR ],0.00
742,5,EMSSANAR CONTRIBUTIVO,183,901222,RECUENTO DE PLAQUETAS AUTOMATIZADO,0.00
743,5,EMSSANAR CONTRIBUTIVO,185,901232,RECUENTO DE PLAQUETAS MANUAL,0.00
744,5,EMSSANAR CONTRIBUTIVO,186,901235,UROCULTIVO (ANTIBIOGRAMA DE DISCO),0.00
745,5,EMSSANAR CONTRIBUTIVO,187,901236,UROCULTIVO (ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA AUTOMATIZADO),0.00
746,5,EMSSANAR CONTRIBUTIVO,188,901237,UROCULTIVO (ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA MANUAL),0.00
747,5,EMSSANAR CONTRIBUTIVO,189,901304,EXAMEN DIRECTO FRESCO DE CUALQUIER MUESTRA,0.00
748,5,EMSSANAR CONTRIBUTIVO,190,901305,EXAMEN DIRECTO PARA HONGOS (KOH),0.00
749,5,EMSSANAR CONTRIBUTIVO,192,901325,EXAMEN DIRECTO DE CUALQUIER MUESTRA,0.00
750,5,EMSSANAR CONTRIBUTIVO,194,902010,ACIDO URICO EN SUERO U OTROS FLUIDOS,0.00
751,5,EMSSANAR CONTRIBUTIVO,195,902011,ACIDO URICO EN ORINA DE 24 HORAS,0.00
752,5,EMSSANAR CONTRIBUTIVO,196,902041,ALBUMINA EN SUERO U OTROS FLUIDOS,0.00
753,5,EMSSANAR CONTRIBUTIVO,197,902045,TIEMPO DE PROTROMBINA [TP],0.00
754,5,EMSSANAR CONTRIBUTIVO,198,902049,TIEMPO DE TROMBOPLASTINA PARCIAL [TTP],0.00
755,5,EMSSANAR CONTRIBUTIVO,199,902204,ERITROSEDIMENTACION [VELOCIDAD SEDIMENTACION GLOBULAR - VSG] MANUAL,0.00
756,5,EMSSANAR CONTRIBUTIVO,200,902206,EXTENDIDO DE SANGRE PERIFERICA ESTUDIO DE MORFOLOGIA,0.00
757,5,EMSSANAR CONTRIBUTIVO,201,902207,HEMOGRAMA I (HEMOGLOBINA HEMATOCRITO Y LEUCOGRAMA) MANUAL,0.00
